score_id,candidate_id,included_order,original_screening_rank,title,project_fit,dataset_evidence_value,method_gap_value,decision_leverage,actual_use_likelihood,evidence_specificity,information_uncertainty,estimated_reading_cost,primary_role,primary_theme,dataset_cluster,task_cluster,modality_cluster,score_confidence,evidence_note,reviewer,model,protocol_version,scored_at,supersedes_score_id,notes
PR_2f69747a85e48942,doi:10.1109/icra46639.2022.9811358,172,257,Precise 3D Reconstruction of Plants from UAV Imagery Combining Bundle Adjustment and Template Matching,2,1,1,1,3,1,1,2,3d_or_phenotyping_method,remote_sensing_uav,MuST-C,3d_reconstruction,RGB;UAV;3d,medium,Precise 3D Reconstruction of Plants from UAV Imagery Combining Bundle Adjustment and Template Matching,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_4aacbeb9b72c30ca,doi:10.1016/j.atech.2024.100538,173,258,Field-based multispecies weed and crop detection using ground robots and advanced YOLO models: A data and model-centric approach,2,1,1,1,1,1,1,1,contextual_background,orchard_robotics,SoyCotton,object_detection,RGB,low,Field-based multispecies weed and crop detection using ground robots and advanced YOLO models: A data and model-centric ,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_a86f2856c25e4cbb,doi:10.3390/s23073670,174,259,Weed Detection Using Deep Learning: A Systematic Literature Review,2,1,1,1,1,3,1,4,survey_or_review,multispectral_reliability,BAWSeg,classification;object_detection;semantic_segmentation,RGB;multispectral,medium,Weed Detection Using Deep Learning: A Systematic Literature Review,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_0261b3c1aabda9e1,doi:10.1007/978-981-96-4008-9_24,175,263,Smart Farming Solutions: Advanced Techniques in Classification of Weeds Using Image Processing and Machine Learning,2,1,1,1,1,1,1,1,contextual_background,crop_weed_segmentation,MFWD,classification,RGB,low,Smart Farming Solutions: Advanced Techniques in Classification of Weeds Using Image Processing and Machine Learning,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_d9a474145642b8e2,doi:10.3389/fpls.2022.1031748,176,268,Deep learning-based segmentation and classification of leaf images for detection of tomato plant disease,3,1,1,2,4,4,2,3,segmentation_method,plant_disease_segmentation,PlantSeg,semantic_segmentation;classification,RGB,high,Deep learning-based segmentation and classification of leaf images for detection of tomato plant disease,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_87a9b75fdfe10b68,doi:10.1109/lra.2023.3346760,177,270,Panoptic Segmentation With Partial Annotations for Agricultural Robots,3,1,2,2,2,1,1,2,segmentation_method,orchard_robotics,MuST-C,panoptic_segmentation,RGB,high,Panoptic Segmentation With Partial Annotations for Agricultural Robots,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_4dfde7ed728e00fc,doi:10.1038/s41598-022-17840-6,178,272,Intelligent yield estimation for tomato crop using SegNet with VGG19 architecture,2,1,1,1,4,4,2,2,contextual_background,other,AgriVision,semantic_segmentation;counting,RGB,medium,Intelligent yield estimation for tomato crop using SegNet with VGG19 architecture,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_d7f17b04b503de83,doi:10.3390/s17092007,179,278,Novelty Detection Classifiers in Weed Mapping: Silybum marianum Detection on UAV Multispectral Images,4,1,3,2,1,3,3,2,multimodal_or_sensor_method,remote_sensing_uav,BAWSeg,classification,multispectral;UAV,high,Novelty Detection Classifiers in Weed Mapping: Silybum marianum Detection on UAV Multispectral Images,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_0c14ee5bf583861e,doi:10.1016/j.asoc.2020.106597,180,280,Uncertainty quantification for plant disease detection using Bayesian deep learning,2,1,2,1,1,1,1,2,contextual_background,plant_disease_segmentation,WeedsGalore,classification,RGB,medium,Uncertainty quantification for plant disease detection using Bayesian deep learning,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_d842cc20337a6c1d,doi:10.3389/fpls.2016.01419,181,285,Using Deep Learning for Image-Based Plant Disease Detection,2,3,2,2,4,3,1,1,contextual_background,plant_disease_segmentation,PlantVillage;TomatoMAP,classification,RGB,medium,"Landmark plant disease detection paper; 4610 citations; 54K PlantVillage images, 14 species, 26 diseases; 99.35% accuracy; seminal work",opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_5e3949c831310bdf,doi:10.3390/agronomy14061178,182,289,HPPEM: A High-Precision Blueberry Cluster Phenotype Extraction Model Based on Hybrid Task Cascade,2,1,2,1,3,3,1,2,segmentation_method,3d_phenotyping,AgriVision,instance_segmentation,RGB,medium,"HTC+ConvNeXt for blueberry fruit instance segmentation; AP 0.974/0.975; phenotype extraction of count, maturity, compactness",opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_37a49dc4447765ff,doi:10.3920/978-90-8686-947-3_62,183,290,Automatic estimation of trunk cross sectional area using deep learning,2,1,1,1,3,2,1,2,contextual_background,other,MFO / Modern Fruit Orchards,instance_segmentation,RGB;depth_or_rgbd;3d,medium,Automatic estimation of trunk cross sectional area using deep learning,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_d45a5d00f32ad630,doi:10.1016/j.cj.2021.03.015,184,291,High-throughput phenotyping: Breaking through the bottleneck in future crop breeding,2,1,1,1,1,2,1,2,3d_or_phenotyping_method,3d_phenotyping,TomatoMAP,phenotyping,RGB;multispectral;UAV;3d,medium,High-throughput phenotyping: Breaking through the bottleneck in future crop breeding,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
SC_a3b4c5d6,doi:10.3389/fpls.2022.859290,185,294,Quantitative Extraction and Evaluation of Tomato Fruit Phenotypes Based on Image Recognition,2,1,2,1,2,3,1,2,segmentation_method,3d_phenotyping,TomatoMAP,instance_segmentation,RGB,medium,"Mask R-CNN for tomato fruit phenotype extraction; color, size, locule segmentation; precision >0.95",opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_2ed55e7434c95357,doi:10.1145/3371158.3371196,186,295,PlantDoc: A Dataset for Visual Plant Disease Detection,2,4,1,1,1,3,2,2,dataset_introduction,plant_disease_segmentation,PlantDoc;PlantSeg,classification,RGB,high,PlantDoc: A Dataset for Visual Plant Disease Detection,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_fccc3e52291c1c0d,doi:10.1016/j.eswa.2015.10.043,187,297,Selecting patterns and features for between- and within- crop-row weed mapping using UAV-imagery,2,1,1,1,1,1,1,1,contextual_background,remote_sensing_uav,BAWSeg,classification,multispectral;UAV,low,Selecting patterns and features for between- and within- crop-row weed mapping using UAV-imagery,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_1b2c3d4e5f6a7b8c,doi:10.5194/isprs-archives-xliii-b3-2020-1077-2020,188,300,TOMATOD: EVALUATION OF OBJECT DETECTION ALGORITHMS ON A NEW REAL-WORLD TOMATO DATASET,2,3,1,1,3,3,1,2,dataset_introduction,other,TOMATOD;TomatoMAP,object_detection,RGB,medium,"TOMATOD: 250+ tomato images, 2400 annotations with ripening stage labels; baseline OD algorithm evaluation; selective cropping application",opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_d04dc50f014f6fd7,arxiv:171105458,189,301,A Public Image Database for Benchmark of Plant Seedling Classification Algorithms,2,4,1,1,3,1,1,1,dataset_introduction,other,MFWD,classification,RGB,high,A Public Image Database for Benchmark of Plant Seedling Classification Algorithms,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_e01806bc75a5f861,arxiv:151108060,190,311,An open access repository of images on plant health to enable the development of mobile disease diagnostics through machine learning and crowdsourcing,2,4,1,1,1,3,1,2,contextual_background,plant_disease_segmentation,MFWD;PlantSeg;PlantVillage;TomatoMAP,classification,RGB,high,An open access repository of images on plant health to enable the development of mobile disease diagnostics through mach,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_b1b76ec071f68989,doi:10.1109/access.2020.2982456,191,313,Deep Learning-Based Object Detection Improvement for Tomato Disease,2,1,1,1,2,3,1,2,contextual_background,plant_disease_segmentation,PlantSeg,object_detection,RGB,medium,Deep Learning-Based Object Detection Improvement for Tomato Disease,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_93b79eea79c5ce4a,doi:10.1007/s10343-024-01054-z,192,319,Advanced CNN Approach for Segmentation of Diseased Areas in Plant Images,3,1,1,2,1,1,1,1,segmentation_method,plant_disease_segmentation,PlantSeg,semantic_segmentation,RGB,high,Advanced CNN Approach for Segmentation of Diseased Areas in Plant Images,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_2dc265759edf95ba,doi:10.1002/rob.21938,193,320,Robotic weed control using automated weed and crop classification,2,1,1,2,2,3,1,3,contextual_background,orchard_robotics,WeedsGalore,classification,RGB,medium,"Robotic weed control system with multi-camera setup; naive Bayes filtering, 3D tracking, predictive control; mechanical+chemical weeding tools",opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_697388c02277f3cd,doi:10.3390/rs12193164,194,321,Fusion of Spectral and Structural Information from Aerial Images for Improved Biomass Estimation,2,1,1,1,1,3,1,2,contextual_background,multispectral_reliability,MuST-C,semantic_segmentation,RGB;multispectral;UAV,medium,Fusion of Spectral and Structural Information from Aerial Images for Improved Biomass Estimation,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_962314f3fe19309b,doi:10.1186/s13007-020-00699-x,195,327,"Accurate machine learning-based germination detection, prediction and quality assessment of three grain crops",2,2,1,1,3,3,1,2,contextual_background,other,MFWD,object_detection,RGB,medium,"CNN-based seed germination detection; 2400+ seeds, 23K images of maize, rye, pearl millet; mAP 97.9%/94.2%/94.3%; 113 citations",opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_08cd6e9dc64d5320,doi:10.1007/s00138-015-0727-5,196,328,Validation of plant part measurements using a 3D reconstruction method suitable for high-throughput seedling phenotyping,2,1,1,1,2,3,1,2,3d_or_phenotyping_method,3d_phenotyping,TomatoWUR,3d_reconstruction,RGB,medium,3D reconstruction for seedling phenotyping with stem/leaf segmentation; compared against destructive manual measurements; foundational work (2015),opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_663829ea43f25d4a,doi:10.4081/jae.2022.1432,197,329,Tomato leaf diseases recognition based on deep convolutional neural networks,2,1,1,1,4,3,2,2,contextual_background,plant_disease_segmentation,TomatoMAP,classification,RGB,medium,Tomato leaf diseases recognition based on deep convolutional neural networks,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_0eb4bd6c6ed154b9,titleyear:tomatowur an annotated dataset of 3d tomato plants to quantitatively evaluate segmentation skeletonisation and plant trait extraction algorithms for 3d plant phenotyping 2025 4tu:,198,333,"TomatoWUR: an annotated dataset of 3D tomato plants to quantitatively evaluate segmentation, skeletonisation, and plant trait extraction algorithms for 3D plant phenotyping (2025) 4TU",3,4,1,2,1,1,1,1,3d_or_phenotyping_method,3d_phenotyping,TomatoWUR,semantic_segmentation;instance_segmentation,3d;RGB,high,"TomatoWUR: an annotated dataset of 3D tomato plants to quantitatively evaluate segmentation, skeletonisation, and plant ",opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_1229664cafa47721,doi:10.3389/fpls.2020.00751,199,334,A Deep-Learning-Based Real-Time Detector for Grape Leaf Diseases Using Improved Convolutional Neural Networks,2,3,2,1,3,3,1,2,dataset_introduction,plant_disease_segmentation,GLDD;PlantSeg,object_detection,RGB,medium,GLDD grape leaf disease dataset; Faster DR-IACNN with Inception and SE-blocks; 81.1% mAP at 15 FPS; 291 citations,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_de027293e228f0b6,doi:10.1109/iccvw60793.2023.00057,200,335,Weed Mapping with Convolutional Neural Networks on High Resolution Whole-Field Images,2,1,1,1,4,2,1,2,contextual_background,crop_weed_segmentation,WeedsGalore,semantic_segmentation,RGB;UAV,medium,Weed Mapping with Convolutional Neural Networks on High Resolution Whole-Field Images,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_9c9269298e50d20c,doi:10.1109/access.2024.3368914,201,337,Lightweight Detection Method for Real-Time Monitoring Tomato Growth Based on Improved YOLOv5s,2,4,1,1,2,4,1,2,contextual_background,other,TomatoMAP,object_detection,RGB,high,Lightweight Detection Method for Real-Time Monitoring Tomato Growth Based on Improved YOLOv5s,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_d78bdfe83ebf8d2b,doi:10.1093/jxb/erv251,202,338,LeasyScan: a novel concept combining 3D imaging and lysimetry for high-throughput phenotyping of traits controlling plant water budget,2,1,1,1,1,3,1,2,3d_or_phenotyping_method,3d_phenotyping,Annotated 3D Point Cloud Dataset of Broad-Leaf Legumes,3d_reconstruction,3d;RGB,medium,LeasyScan: a novel concept combining 3D imaging and lysimetry for high-throughput phenotyping of traits controlling plan,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_c66b20f191336cfe,doi:10.14459/2023mp1717366,203,339,Manually annotated and curated dataset of diverse weed species in maize and sorghum for computer vision,2,4,1,1,1,1,1,2,dataset_introduction,crop_weed_segmentation,MFWD,object_detection,RGB,high,Manually annotated and curated dataset of diverse weed species in maize and sorghum for computer vision,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_16e41452e77e67e4,doi:10.1016/j.compag.2019.105091,204,341,Fine-tuning convolutional neural network with transfer learning for semantic segmentation of ground-level oilseed rape images in a field with high weed pressure,3,1,1,2,1,1,1,1,segmentation_method,crop_weed_segmentation,AgriVision,semantic_segmentation,RGB,high,Fine-tuning convolutional neural network with transfer learning for semantic segmentation of ground-level oilseed rape i,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_b17f2ca824968992,doi:10.1109/iros47612.2022.9982017,205,342,Optical flow-based branch segmentation for complex orchard environments,3,1,2,2,4,1,1,2,segmentation_method,orchard_robotics,MFO / Modern Fruit Orchards,semantic_segmentation,RGB,high,Optical flow-based branch segmentation for complex orchard environments,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_c1eab5eef9eabb60,doi:10.13031/aim.202301280,206,343,Weed Database Development: An Updated Survey of Public Weed Datasets and Cross-Season Weed Detection Adaptation,2,2,1,1,1,1,1,4,survey_or_review,crop_weed_segmentation,WeedsGalore,object_detection,RGB,low,Weed Database Development: An Updated Survey of Public Weed Datasets and Cross-Season Weed Detection Adaptation,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_a5292f0bce27840f,doi:10.1016/j.ifacol.2016.10.076,207,344,Identification of weeds in sugarcane fields through images taken by UAV and Random Forest classifier,2,1,1,1,2,2,1,2,contextual_background,remote_sensing_uav,SoyCotton,classification,multispectral,medium,"UAV-based weed identification in sugarcane using Random Forest; 82% accuracy, kappa 0.73; older approach (2016)",opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_1c12cdae76ead465,doi:10.1007/978-3-032-07837-7_14,208,351,Harnessing Deep Learning for Efficient Rice Disease Detection with CNN and Advanced Transfer Learning Techniques,2,1,1,1,1,1,1,1,contextual_background,plant_disease_segmentation,MFWD,classification,RGB,low,Harnessing Deep Learning for Efficient Rice Disease Detection with CNN and Advanced Transfer Learning Techniques,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_ff7e67d2fc5cdcfd,titleyear:techniques for plant feature extraction and segmentation a survey:2024,209,354,Techniques for plant feature extraction and segmentation: A survey,3,1,1,2,1,1,1,4,survey_or_review,other,TomatoPGT ecosystem,semantic_segmentation;feature_extraction,RGB,high,Techniques for plant feature extraction and segmentation: A survey,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_6ef863ee26aff566,doi:10.1016/j.compag.2018.05.012,210,364,Machine learning approaches for crop yield prediction and nitrogen status estimation in precision agriculture: A review,2,1,1,1,1,1,1,4,survey_or_review,multispectral_reliability,BAWSeg,regression;classification,multispectral,low,Machine learning approaches for crop yield prediction and nitrogen status estimation in precision agriculture: A review,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_8ab7191a892fa255,doi:10.1016/j.eswa.2012.03.040,211,370,Support Vector Machines for crop/weeds identification in maize fields,2,1,1,1,1,1,1,1,contextual_background,crop_weed_segmentation,WeedsGalore,classification,RGB,low,Support Vector Machines for crop/weeds identification in maize fields,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_875a9639e67170f6,doi:10.1016/j.asoc.2015.08.027,212,372,A semi-supervised system for weed mapping in sunflower crops using unmanned aerial vehicles and a crop row detection method,2,1,1,1,1,1,1,1,contextual_background,multispectral_reliability,BAWSeg,classification,UAV;multispectral,low,A semi-supervised system for weed mapping in sunflower crops using unmanned aerial vehicles and a crop row detection met,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_80f77e81770e68c3,doi:10.3390/agriengineering6030119,213,373,Growth Monitoring of Greenhouse Tomatoes Based on Context Recognition,2,1,1,1,2,3,2,2,contextual_background,other,TomatoMAP,object_detection,RGB,medium,Growth Monitoring of Greenhouse Tomatoes Based on Context Recognition,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_b4a1b46d8ee7fb1a,doi:10.1007/s11119-015-9415-8,214,374,Early season weed mapping in sunflower using UAV technology: variability of herbicide treatment maps against weed thresholds,2,1,1,1,1,1,1,1,contextual_background,remote_sensing_uav,BAWSeg,classification,UAV;multispectral,low,Early season weed mapping in sunflower using UAV technology: variability of herbicide treatment maps against weed thresh,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_170eb4e1dd2f130a,doi:10.1007/978-3-031-91835-3_4,215,378,Lincoln’s Annotated Spatio-Temporal Strawberry Dataset (LAST-Straw),2,4,1,2,1,3,2,1,dataset_introduction,3d_phenotyping,LAST-Straw;TomatoWUR,object_detection,RGB,medium,LAST-Straw spatio-temporal strawberry dataset; phenotyping and object detection annotations; book chapter version,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_c13577ae0a61d61e,doi:10.17632/ngdgg79rzb.1,216,379,Dataset of Tomato Leaves,2,4,1,1,1,1,1,2,dataset_introduction,other,TomatoMAP,classification,RGB,high,Dataset of Tomato Leaves,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_0dc53edc123aecf8,doi:10.34133/2020/8329798,217,386,Ground-Based LiDAR Improves Phenotypic Repeatability of Above-Ground Biomass and Crop Growth Rate in Wheat,2,1,1,1,2,3,2,2,3d_or_phenotyping_method,3d_phenotyping,MuST-C,3d_reconstruction,lidar_or_point_cloud;3d,medium,Ground-Based LiDAR Improves Phenotypic Repeatability of Above-Ground Biomass and Crop Growth Rate in Wheat,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_ca966ff923fa0b19,titleyear:tomatopgt tools binary release cloudseg and cloudgraph for organ level digital twin modeling of tomato plants from 3d point clouds:2026,218,390,TomatoPGT Tools (Binary Release): CloudSeg and CloudGraph for Organ-Level Digital Twin Modeling of Tomato Plants from 3D Point Clouds,2,4,1,1,1,1,1,1,3d_or_phenotyping_method,3d_phenotyping,TomatoPGT ecosystem,semantic_segmentation,lidar_or_point_cloud;3d,high,TomatoPGT Tools (Binary Release): CloudSeg and CloudGraph for Organ-Level Digital Twin Modeling of Tomato Plants from 3D,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_88abc2c9f70ede28,doi:10.1109/iros.2017.8206517,219,398,Estimating the Leaf Area Index of crops through the evaluation of 3D models,2,1,1,1,2,2,1,2,3d_or_phenotyping_method,3d_phenotyping,MuST-C,3d_reconstruction,lidar_or_point_cloud;3d,medium,Estimating the Leaf Area Index of crops through the evaluation of 3D models,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_68bc1ec7444118e8,doi:10.1016/j.compag.2020.105277,220,404,Deep learning based segmentation for automated training of apple trees on trellis wires,3,1,1,2,1,1,1,1,segmentation_method,other,MFO / Modern Fruit Orchards,semantic_segmentation,RGB,high,Deep learning based segmentation for automated training of apple trees on trellis wires,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_4e9a146bddd977c0,doi:10.1016/j.compag.2024.109201,221,405,Artificial intelligence assisted tomato plant monitoring system - An experimental approach based on universal multi-branch general-purpose convolutional neural network,2,1,1,1,1,1,1,1,contextual_background,other,TomatoMAP,classification,RGB,low,Artificial intelligence assisted tomato plant monitoring system - An experimental approach based on universal multi-bran,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_60862a571d82fad0,doi:10.3390/s22072456,222,406,"An Automated, Clip-Type, Small Internet of Things Camera-Based Tomato Flower and Fruit Monitoring and Harvest Prediction System",2,1,1,1,1,1,1,2,contextual_background,other,TomatoMAP,object_detection,RGB,medium,"An Automated, Clip-Type, Small Internet of Things Camera-Based Tomato Flower and Fruit Monitoring and Harvest Prediction",opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_b8fc413daee3a993,titleyear:last straw lincoln s annotated spatio temporal strawberry dataset:2025,223,408,LAST-Straw: Lincoln’s Annotated Spatio-Temporal Strawberry Dataset,2,4,1,1,1,1,1,1,dataset_introduction,temporal_phenotyping,LAST-Straw;TomatoPGT ecosystem,object_detection;tracking,RGB,high,LAST-Straw: Lincoln’s Annotated Spatio-Temporal Strawberry Dataset,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_7d1d6457d1aaeba7,titleyear:instance segmentation dataset:2020,224,409,: Instance segmentation dataset,3,4,1,2,1,1,1,1,segmentation_method,other,TomatoMAP,instance_segmentation,RGB,high,: Instance segmentation dataset,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_e73ab14bec691d78,doi:10.13031/2013.27838,225,421,"Color indices for weed identification under various soil, residue, and lighting conditions",2,1,1,1,1,1,1,1,contextual_background,crop_weed_segmentation,SoyCotton,classification,RGB,low,"Color indices for weed identification under various soil, residue, and lighting conditions",opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_f20e91319016ca25,titleyear:annotated 3d point cloud dataset of broad leaf legumes captured by high throughput phenotyping platform:,226,422,Annotated 3D Point Cloud Dataset of Broad-Leaf Legumes Captured by High-Throughput Phenotyping Platform,2,4,1,1,1,1,1,1,3d_or_phenotyping_method,3d_phenotyping,Annotated 3D Point Cloud Dataset of Broad-Leaf Legumes,semantic_segmentation,lidar_or_point_cloud;3d,high,Annotated 3D Point Cloud Dataset of Broad-Leaf Legumes Captured by High-Throughput Phenotyping Platform,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_a458aa300dc8b713,doi:10.3390/s18103576,227,423,Automatic Leaf Segmentation for Estimating Leaf Area and Leaf Inclination Angle in 3D Plant Images,3,1,1,2,1,2,1,2,3d_or_phenotyping_method,3d_phenotyping,TomatoPGT ecosystem,semantic_segmentation,lidar_or_point_cloud;3d,high,Automatic Leaf Segmentation for Estimating Leaf Area and Leaf Inclination Angle in 3D Plant Images,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_b3a3e9a230c772a4,doi:10.1016/j.compag.2021.106150,228,424,"Apple, peach, and pear flower detection using semantic segmentation network and shape constraint level set",3,1,1,2,1,1,1,1,segmentation_method,other,AgriVision,semantic_segmentation,RGB,high,"Apple, peach, and pear flower detection using semantic segmentation network and shape constraint level set",opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_36ddeba94372c663,doi:10.1007/s00530-023-01158-y,229,427,“Tomato-Village”: a dataset for end-to-end tomato disease detection in a real-world environment,2,4,1,1,1,1,1,1,dataset_introduction,plant_disease_segmentation,Tomato-Village;TomatoMAP,object_detection,RGB,high,“Tomato-Village”: a dataset for end-to-end tomato disease detection in a real-world environment,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_73c8ebba085c4821,doi:10.3389/fpls.2023.1158933,230,431,An advanced deep learning models-based plant disease detection: A review of recent research,2,1,1,1,2,3,2,4,survey_or_review,plant_disease_segmentation,PlantSeg,classification;object_detection,RGB,medium,An advanced deep learning models-based plant disease detection: A review of recent research,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_e7660797b9875255,doi:10.2478/ausi-2018-0002,231,432,Fruit recognition from images using deep learning,2,4,1,1,4,1,1,1,contextual_background,other,AgriVision;fruit_dataset,classification,RGB,high,Fruit recognition from images using deep learning,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_738118b310119cdc,doi:10.1016/j.compag.2017.12.032,232,434,Evaluation of support vector machine and artificial neural networks in weed detection using shape features,2,1,1,1,1,1,1,1,contextual_background,crop_weed_segmentation,MFWD,classification,RGB,low,Evaluation of support vector machine and artificial neural networks in weed detection using shape features,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
PR_9c6f5c747ad7074f,doi:10.1109/mra.2023.3309098,233,438,Semiautonomous Precision Pruning of Upright Fruiting Offshoot Orchard Systems: An Integrated Approach,2,1,1,1,1,3,1,2,contextual_background,orchard_robotics,MFO / Modern Fruit Orchards,semantic_segmentation;detection,RGB;3d,medium,Semiautonomous Precision Pruning of Upright Fruiting Offshoot Orchard Systems: An Integrated Approach,opencode_ai,deepseek-v4-flash-free,EVIDENCE_ROI_V1,2026-07-22T21:00:00Z,,
